Имя файла;Исходный путь;Конечный путь;Категория;Раздел;Подпапка;Ревизия;Тип файла;CRC;Статус
GPNG-GEP-RD-0407.792-000-PC-TX-DSH-001_rA-RU.docx;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0142\GPNG-GEP-RD-0407.792-000-PC-TX-DSH-001_rA-RU.docx;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.792\GPNG-GEP-RD-0407.792-000-PC-TX\Рев. A\ред.формат\GPNG-GEP-RD-0407.792-000-PC-TX-DSH-001_rA-RU.docx;Ранние работы;0407.792;GPNG-GEP-RD-0407.792-000-PC-TX;A;ред.формат;f4ddad7a;copied
GPNG-GEP-RD-0407.792-000-PC-TX-DSH-001_rA-RU.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0142\GPNG-GEP-RD-0407.792-000-PC-TX-DSH-001_rA-RU.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.792\GPNG-GEP-RD-0407.792-000-PC-TX\Рев. A\пдф\GPNG-GEP-RD-0407.792-000-PC-TX-DSH-001_rA-RU.pdf;Ранние работы;0407.792;GPNG-GEP-RD-0407.792-000-PC-TX;A;пдф;96b40511;copied
GPNG-GEP-RD-0407.791-000-PC-TX-DSH-001_rA-RU.docx;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0143\GPNG-GEP-RD-0407.791-000-PC-TX-DSH-001_rA-RU.docx;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.791\GPNG-GEP-RD-0407.791-000-PC-TX\Рев. A\ред.формат\GPNG-GEP-RD-0407.791-000-PC-TX-DSH-001_rA-RU.docx;Ранние работы;0407.791;GPNG-GEP-RD-0407.791-000-PC-TX;A;ред.формат;617db64a;copied
GPNG-GEP-RD-0407.791-000-PC-TX-DSH-001_rA-RU.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0143\GPNG-GEP-RD-0407.791-000-PC-TX-DSH-001_rA-RU.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.791\GPNG-GEP-RD-0407.791-000-PC-TX\Рев. A\пдф\GPNG-GEP-RD-0407.791-000-PC-TX-DSH-001_rA-RU.pdf;Ранние работы;0407.791;GPNG-GEP-RD-0407.791-000-PC-TX;A;пдф;c20d40e4;copied
GPNG-GEP-RD-0407.000-000-PM-MDR-001_r00_RU.xlsx;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0144\GPNG-GEP-RD-0407.000-000-PM-MDR-001_r00_RU.xlsx;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-PM-MDR\Рев. 00\ред.формат\GPNG-GEP-RD-0407.000-000-PM-MDR-001_r00_RU.xlsx;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-PM-MDR;00;ред.формат;5b6b9b7f;copied
GPNG-GEP-RD-0407.001-001-SS-KM1-BOQ-001_rA_RU.xlsm;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0145\GPNG-GEP-RD-0407.001-001-SS-KM1-BOQ-001_rA_RU.xlsm;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.001\GPNG-GEP-RD-0407.001-001-SS-KM1\Рев. A\ред.формат\GPNG-GEP-RD-0407.001-001-SS-KM1-BOQ-001_rA_RU.xlsm;Ранние работы;0407.001;GPNG-GEP-RD-0407.001-001-SS-KM1;A;ред.формат;6674fa8b;copied
GPNG-GEP-RD-0407.001-001-SS-KM1-CD-001_rA_RU.dwg;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0145\GPNG-GEP-RD-0407.001-001-SS-KM1-CD-001_rA_RU.dwg;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.001\GPNG-GEP-RD-0407.001-001-SS-KM1\Рев. A\ред.формат\GPNG-GEP-RD-0407.001-001-SS-KM1-CD-001_rA_RU.dwg;Ранние работы;0407.001;GPNG-GEP-RD-0407.001-001-SS-KM1;A;ред.формат;6c00a6a2;copied
GPNG-GEP-RD-0407.001-001-SS-KM1-DWG-002_rA_RU.dwg;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0145\GPNG-GEP-RD-0407.001-001-SS-KM1-DWG-002_rA_RU.dwg;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.001\GPNG-GEP-RD-0407.001-001-SS-KM1\Рев. A\ред.формат\GPNG-GEP-RD-0407.001-001-SS-KM1-DWG-002_rA_RU.dwg;Ранние работы;0407.001;GPNG-GEP-RD-0407.001-001-SS-KM1;A;ред.формат;3d56241f;copied
GPNG-GEP-RD-0407.001-001-SS-KM1-DWG-003_rA_RU.dwg;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0145\GPNG-GEP-RD-0407.001-001-SS-KM1-DWG-003_rA_RU.dwg;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.001\GPNG-GEP-RD-0407.001-001-SS-KM1\Рев. A\ред.формат\GPNG-GEP-RD-0407.001-001-SS-KM1-DWG-003_rA_RU.dwg;Ранние работы;0407.001;GPNG-GEP-RD-0407.001-001-SS-KM1;A;ред.формат;c579a3dd;copied
GPNG-GEP-RD-0407.001-001-SS-KM1-DWG-004_rA_RU.dwg;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0145\GPNG-GEP-RD-0407.001-001-SS-KM1-DWG-004_rA_RU.dwg;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.001\GPNG-GEP-RD-0407.001-001-SS-KM1\Рев. A\ред.формат\GPNG-GEP-RD-0407.001-001-SS-KM1-DWG-004_rA_RU.dwg;Ранние работы;0407.001;GPNG-GEP-RD-0407.001-001-SS-KM1;A;ред.формат;ae555fac;copied
GPNG-GEP-RD-0407.001-001-SS-KM1-DWG-005_rA_RU.dwg;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0145\GPNG-GEP-RD-0407.001-001-SS-KM1-DWG-005_rA_RU.dwg;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.001\GPNG-GEP-RD-0407.001-001-SS-KM1\Рев. A\ред.формат\GPNG-GEP-RD-0407.001-001-SS-KM1-DWG-005_rA_RU.dwg;Ранние работы;0407.001;GPNG-GEP-RD-0407.001-001-SS-KM1;A;ред.формат;e5d7b94b;copied
GPNG-GEP-RD-0407.001-001-SS-KM1-DWG-006_rA_RU.dwg;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0145\GPNG-GEP-RD-0407.001-001-SS-KM1-DWG-006_rA_RU.dwg;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.001\GPNG-GEP-RD-0407.001-001-SS-KM1\Рев. A\ред.формат\GPNG-GEP-RD-0407.001-001-SS-KM1-DWG-006_rA_RU.dwg;Ранние работы;0407.001;GPNG-GEP-RD-0407.001-001-SS-KM1;A;ред.формат;d6104469;copied
GPNG-GEP-RD-0407.001-001-SS-KM1-DWG-007_rA_RU.dwg;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0145\GPNG-GEP-RD-0407.001-001-SS-KM1-DWG-007_rA_RU.dwg;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.001\GPNG-GEP-RD-0407.001-001-SS-KM1\Рев. A\ред.формат\GPNG-GEP-RD-0407.001-001-SS-KM1-DWG-007_rA_RU.dwg;Ранние работы;0407.001;GPNG-GEP-RD-0407.001-001-SS-KM1;A;ред.формат;864a28ac;copied
GPNG-GEP-RD-0407.001-001-SS-KM1-DWG-008_rA_RU.dwg;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0145\GPNG-GEP-RD-0407.001-001-SS-KM1-DWG-008_rA_RU.dwg;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.001\GPNG-GEP-RD-0407.001-001-SS-KM1\Рев. A\ред.формат\GPNG-GEP-RD-0407.001-001-SS-KM1-DWG-008_rA_RU.dwg;Ранние работы;0407.001;GPNG-GEP-RD-0407.001-001-SS-KM1;A;ред.формат;4ee9c9a7;copied
GPNG-GEP-RD-0407.001-001-SS-KM1-DWG-009_rA_RU.dwg;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0145\GPNG-GEP-RD-0407.001-001-SS-KM1-DWG-009_rA_RU.dwg;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.001\GPNG-GEP-RD-0407.001-001-SS-KM1\Рев. A\ред.формат\GPNG-GEP-RD-0407.001-001-SS-KM1-DWG-009_rA_RU.dwg;Ранние работы;0407.001;GPNG-GEP-RD-0407.001-001-SS-KM1;A;ред.формат;c9511bad;copied
GPNG-GEP-RD-0407.001-001-SS-KM1-DWG-010_rA_RU.dwg;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0145\GPNG-GEP-RD-0407.001-001-SS-KM1-DWG-010_rA_RU.dwg;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.001\GPNG-GEP-RD-0407.001-001-SS-KM1\Рев. A\ред.формат\GPNG-GEP-RD-0407.001-001-SS-KM1-DWG-010_rA_RU.dwg;Ранние работы;0407.001;GPNG-GEP-RD-0407.001-001-SS-KM1;A;ред.формат;e7780ceb;copied
GPNG-GEP-RD-0407.001-001-SS-KM1-SPE-001_rA_RU.DWG;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0145\GPNG-GEP-RD-0407.001-001-SS-KM1-SPE-001_rA_RU.DWG;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.001\GPNG-GEP-RD-0407.001-001-SS-KM1\Рев. A\ред.формат\GPNG-GEP-RD-0407.001-001-SS-KM1-SPE-001_rA_RU.DWG;Ранние работы;0407.001;GPNG-GEP-RD-0407.001-001-SS-KM1;A;ред.формат;aecbbc0a;copied
GPNG-GEP-RD-0407.000-000-IF-GT0-BOQ-001_rB_RU.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0146\GPNG-GEP-RD-0407.000-000-IF-GT0-BOQ-001_rB_RU.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-GT0\Рев. B\пдф\GPNG-GEP-RD-0407.000-000-IF-GT0-BOQ-001_rB_RU.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-GT0;B;пдф;5bf6b91b;copied
GPNG-GEP-RD-0407.000-000-IF-GT0-CD-001_rB_RU.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0146\GPNG-GEP-RD-0407.000-000-IF-GT0-CD-001_rB_RU.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-GT0\Рев. B\пдф\GPNG-GEP-RD-0407.000-000-IF-GT0-CD-001_rB_RU.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-GT0;B;пдф;eaf973e2;copied
GPNG-GEP-RD-0407.000-000-IF-GT0-DPK-002_rB_RU.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0146\GPNG-GEP-RD-0407.000-000-IF-GT0-DPK-002_rB_RU.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-GT0\Рев. B\пдф\GPNG-GEP-RD-0407.000-000-IF-GT0-DPK-002_rB_RU.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-GT0;B;пдф;4a7d48da;copied
GPNG-GEP-RD-0407.000-000-IF-GT0-DPK-003_rB_RU.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0146\GPNG-GEP-RD-0407.000-000-IF-GT0-DPK-003_rB_RU.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-GT0\Рев. B\пдф\GPNG-GEP-RD-0407.000-000-IF-GT0-DPK-003_rB_RU.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-GT0;B;пдф;77f09a11;copied
GPNG-GEP-RD-0407.000-000-IF-GT0-DPK-004_rB_RU.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0146\GPNG-GEP-RD-0407.000-000-IF-GT0-DPK-004_rB_RU.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-GT0\Рев. B\пдф\GPNG-GEP-RD-0407.000-000-IF-GT0-DPK-004_rB_RU.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-GT0;B;пдф;85bd255b;copied
GPNG-GEP-RD-0407.000-000-IF-GT0-DPK-005_rB_RU.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0146\GPNG-GEP-RD-0407.000-000-IF-GT0-DPK-005_rB_RU.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-GT0\Рев. B\пдф\GPNG-GEP-RD-0407.000-000-IF-GT0-DPK-005_rB_RU.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-GT0;B;пдф;820941e6;copied
GPNG-GEP-RD-0407.000-000-IF-GT0_rB_RU.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0146\GPNG-GEP-RD-0407.000-000-IF-GT0_rB_RU.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-GT0\Рев. B\пдф\GPNG-GEP-RD-0407.000-000-IF-GT0_rB_RU.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-GT0;B;пдф;a7798e8a;copied
GPNG-GEP-RD-0407.000-000-IF-GP0-BOQ-001_rA_RU.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0147\GPNG-GEP-RD-0407.000-000-IF-GP0-BOQ-001_rA_RU.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-GP0\Рев. A\пдф\GPNG-GEP-RD-0407.000-000-IF-GP0-BOQ-001_rA_RU.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-GP0;A;пдф;b33c0abc;copied
GPNG-GEP-RD-0407.000-000-IF-GP0-CD-001_rA_RU.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0147\GPNG-GEP-RD-0407.000-000-IF-GP0-CD-001_rA_RU.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-GP0\Рев. A\пдф\GPNG-GEP-RD-0407.000-000-IF-GP0-CD-001_rA_RU.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-GP0;A;пдф;6ec8f72f;copied
GPNG-GEP-RD-0407.000-000-IF-GP0-DPK-002_rA_RU.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0147\GPNG-GEP-RD-0407.000-000-IF-GP0-DPK-002_rA_RU.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-GP0\Рев. A\пдф\GPNG-GEP-RD-0407.000-000-IF-GP0-DPK-002_rA_RU.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-GP0;A;пдф;11caeaae;copied
GPNG-GEP-RD-0407.000-000-IF-GP0-DPK-003_rA_RU.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0147\GPNG-GEP-RD-0407.000-000-IF-GP0-DPK-003_rA_RU.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-GP0\Рев. A\пдф\GPNG-GEP-RD-0407.000-000-IF-GP0-DPK-003_rA_RU.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-GP0;A;пдф;04443d26;copied
GPNG-GEP-RD-0407.000-000-IF-GP0-DPK-004_rA_RU.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0147\GPNG-GEP-RD-0407.000-000-IF-GP0-DPK-004_rA_RU.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-GP0\Рев. A\пдф\GPNG-GEP-RD-0407.000-000-IF-GP0-DPK-004_rA_RU.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-GP0;A;пдф;4cb94679;copied
GPNG-GEP-RD-0407.000-000-IF-GP0-DPK-005_rA_RU.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0147\GPNG-GEP-RD-0407.000-000-IF-GP0-DPK-005_rA_RU.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-GP0\Рев. A\пдф\GPNG-GEP-RD-0407.000-000-IF-GP0-DPK-005_rA_RU.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-GP0;A;пдф;f1791001;copied
GPNG-GEP-RD-0407.000-000-IF-GP0-DPK-006_rA_RU.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0147\GPNG-GEP-RD-0407.000-000-IF-GP0-DPK-006_rA_RU.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-GP0\Рев. A\пдф\GPNG-GEP-RD-0407.000-000-IF-GP0-DPK-006_rA_RU.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-GP0;A;пдф;22e6fb1e;copied
GPNG-GEP-RD-0407.000-000-IF-GP0-DPK-007_rA_RU.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0147\GPNG-GEP-RD-0407.000-000-IF-GP0-DPK-007_rA_RU.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-GP0\Рев. A\пдф\GPNG-GEP-RD-0407.000-000-IF-GP0-DPK-007_rA_RU.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-GP0;A;пдф;f8afcba1;copied
GPNG-GEP-RD-0407.000-000-IF-GP0-DPK-008_rA_RU.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0147\GPNG-GEP-RD-0407.000-000-IF-GP0-DPK-008_rA_RU.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-GP0\Рев. A\пдф\GPNG-GEP-RD-0407.000-000-IF-GP0-DPK-008_rA_RU.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-GP0;A;пдф;ba4082a7;copied
GPNG-GEP-RD-0407.000-000-IF-GP0-DPK-009_rA_RU.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0147\GPNG-GEP-RD-0407.000-000-IF-GP0-DPK-009_rA_RU.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-GP0\Рев. A\пдф\GPNG-GEP-RD-0407.000-000-IF-GP0-DPK-009_rA_RU.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-GP0;A;пдф;1ae5f756;copied
GPNG-GEP-RD-0407.792-000-PC-TX-DSH-001-r00-RU.docx;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0148\GPNG-GEP-RD-0407.792-000-PC-TX-DSH-001-r00-RU.docx;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.792\GPNG-GEP-RD-0407.792-000-PC-TX\ред.формат\GPNG-GEP-RD-0407.792-000-PC-TX-DSH-001-r00-RU.docx;Ранние работы;0407.792;GPNG-GEP-RD-0407.792-000-PC-TX;;ред.формат;3ad09d19;copied
GPNG-GEP-RD-0407.792-000-PC-TX-DSH-001-r00-RU.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0148\GPNG-GEP-RD-0407.792-000-PC-TX-DSH-001-r00-RU.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.792\GPNG-GEP-RD-0407.792-000-PC-TX\пдф\GPNG-GEP-RD-0407.792-000-PC-TX-DSH-001-r00-RU.pdf;Ранние работы;0407.792;GPNG-GEP-RD-0407.792-000-PC-TX;;пдф;b2eeb432;copied
GPNG-GEP-RD-0407.794-000-PC-TX-DSH-001-r00-RU.docx;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0149\GPNG-GEP-RD-0407.794-000-PC-TX-DSH-001-r00-RU.docx;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.794\GPNG-GEP-RD-0407.794-000-PC-TX\ред.формат\GPNG-GEP-RD-0407.794-000-PC-TX-DSH-001-r00-RU.docx;Ранние работы;0407.794;GPNG-GEP-RD-0407.794-000-PC-TX;;ред.формат;1f100ccf;copied
